fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,Aug,31,UTTAR PRADESH,3156,MAU,3516723,176.029626508994,36,280,2993.902780294,5985,2,13155,2717870,785511,63851,18835,1204,227.488,8005.647190294,75327,83858,151015,208912,333,236115,314031,19140,4784.25641,1169542,58,64.96,59.52,105.48,NA
2018-2019,Aug,31,UTTAR PRADESH,3177,CHITRAKOOT,1566847,164.709624683935,29,45,463.038755515,4376,0,13698,858210,442812,83703,126,4,70.0386,1946.631825515,29226,44233,80095,166049,150,125844,246552,18074,1413.55447,383763,73,70.29,61.06,103.99,NA
2018-2019,Aug,31,UTTAR PRADESH,3179,MAHOBA,515125,155.656537975154,28,10,142.739273631,1263,1,6912,336075,99683,42701,561,190,31.402,697.263983631,11726,17793,50790,144323,15,99600,262246,8175,523.12271,130395,78,84.72,72.04,133.48,NA
2018-2019,Aug,31,UTTAR PRADESH,3180,KASHGANJ,756396,167.42740619112,24,79,400.833713465,1561,1,1797,619371,131021,24870,641,71,59.83525,1497.665763465,25387,30225,60919,112393,46,130061,206514,3358,1036.9968,146655,29,58.25,77.53,116.86,NA
2018-2019,Aug,31,UTTAR PRADESH,3182,HAPUR,33100,163.464281797912,27,5,4.644519515,104,126,141,82073,40075,3403,37,6,3.82353,142.628089515,2988,3258,7620,8785,0,11677,13454,245,134.16004,25718,0,74.61,91.04,107.49,NA
2018-2019,Aug,31,UTTAR PRADESH,3184,SAMBHAL,1124589,169.096857560424,28,132,362.973791055,2609,121,4054,1169359,366092,43352,172,13,134.48682,2474.809933655,41446,48394,89443,131632,191,156582,215362,6663,1977.3493226,266179,47,73.47,72.99,117.84,NA
2018-2019,Sep,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,323782,168.635422354244,24,9,143.968379632,969,5,1193,199631,63934,11831,478,86,16.52081,497.137769632,8078,8509,30344,38115,11,78639,97851,2162,336.64858,43836,3,38.46,64.61,111.55,NA
2018-2019,Sep,31,UTTAR PRADESH,3115,MEERUT,246482,165.665851291011,30,17,105.999091935,544,35,1131,206040,103480,12581,108,8,5.85588,453.192891935,6707,8150,19154,25603,43,53157,65613,1675,341.33792,70179,47,58.25,72.4,124.84,NA
2018-2019,Sep,31,UTTAR PRADESH,3117,BULANDSHAHR,159696,167.349618492644,16,10,44.101905265,912,82,1976,155305,36200,11137,0,0,9.39176,313.395990265,9228,10130,29266,41446,15,106664,138805,2888,259.902325,40513,37,79.15,93.84,127.5,NA
2018-2019,Sep,31,UTTAR PRADESH,3124,BUDAUN,1276771,182.734978946626,26,156,762.595252864,4566,18,11301,1163234,226831,43429,837,81,144.97949,3033.210147864,44185,48528,127195,180933,43,252803,338448,15867,2125.635405,240497,66,64,60.46,114.92,NA
2018-2019,Sep,31,UTTAR PRADESH,3128,KHERI,2302961,166.606279232371,27,284,259.7128744333,13056,3,35821,2624445,1034853,167761,17873,6898,151.58826,4783.7912994333,94953,119674,257333,428142,97,519598,756225,48877,4372.490165,759187,87,79.88,53.96,109.48,NA
2018-2019,Sep,31,UTTAR PRADESH,3134,FARRUKHABAD,571104,177.141327643005,17,37,313.173631114,2935,5,8089,377014,56658,15143,332,67,55.9961,1037.017336114,21028,23449,63223,88458,0,150165,193123,11024,667.847605,95179,69,61.42,60.34,113.28,NA
2018-2019,Sep,31,UTTAR PRADESH,3147,GONDA,3603640,189.672176871884,34,122,3772.40990507401,7646,161,31639,3173687,710705,51859,8371,467,309.16148,10101.172605074,90985,97922,177048,221866,266,317025,383448,39285,6019.60122,1092081,72,59.65,60.76,120.65,NA
2018-2019,Sep,31,UTTAR PRADESH,3165,BAGHPAT,40447,181.641307838272,23,4,17.211940943,346,6,374,34255,12704,3718,27,11,2.956,82.389170943,1430,1637,7703,11496,3,31995,44399,720,62.22123,10162,6,21.59,70.3,110.63,NA
2018-2019,Sep,31,UTTAR PRADESH,3176,SHRAVASTI,904376,176.169613012872,26,65,349.645213422,3925,1,4163,584283,213312,50299,3168,1345,42.234,1421.208313422,22407,27210,72200,137501,18,126131,214520,8088,1029.3291,203784,69,82.68,67.95,124.22,NA
2018-2019,Sep,31,UTTAR PRADESH,3184,SAMBHAL,1380488,173.81245957259,29,134,385.132812155,2896,117,4416,1259727,387506,43407,172,13,134.48682,2709.182114755,42805,50018,89680,131897,259,156865,215680,7312,2189.5624826,288983,49,70.72,70.73,119.06,NA
2018-2019,Dec,31,UTTAR PRADESH,3112,SAHARANPUR,762464,161.188063202476,21,78,494.986836155,2035,1,3338,767375,332373,61354,1402,205,70.93955,1802.843286155,36251,42656,80074,124121,91,118766,174319,5373,1236.9169,243062,14,63.46,90.66,109.99,NA
2018-2019,Dec,31,UTTAR PRADESH,3115,MEERUT,317322,154.158888369821,34,20,108.365363535,984,10,778,280417,140531,12634,176,8,6.8272,547.480293535,8112,9804,19310,25769,67,53592,66094,1762,432.28773,93844,45,61.9,75.48,129.13,NA
2018-2019,Dec,31,UTTAR PRADESH,3117,BULANDSHAHR,173940,166.313103303628,19,13,52.428605265,1588,64,1447,205017,47306,11167,0,0,14.52775,407.926490265,10755,11838,29445,41654,37,106972,139175,3035,340.970135,52815,36,78.31,93.07,124.52,NA
2018-2019,Dec,31,UTTAR PRADESH,3128,KHERI,3154178,162.620498186722,34,352,642.6027687803,32765,1,23176,4110788,1531568,167557,23660,6901,238.71172,7566.2984137803,119784,152433,257915,428577,410,521212,758103,55941,6684.983925,1167560,86,73.73,46.88,107.14,NA
2018-2019,Dec,31,UTTAR PRADESH,3129,SITAPUR,5891679,167.04652471472,38,507,2576.331644846,64641,1,37852,6259630,2633006,325854,8507,911,558.51466,13591.340679846,164159,221832,351627,704072,867,626027,1103268,102493,10456.494375,1956766,85,70.86,32.75,115.18,NA
2018-2019,Dec,31,UTTAR PRADESH,3134,FARRUKHABAD,805802,176.635954617285,28,43,454.007102914,5906,0,6807,842259,121027,15124,762,67,93.5566,2035.295927914,29483,33125,63814,89200,1,151051,194219,12713,1487.732225,207717,67,67.54,57.51,110.26,NA
2018-2019,Dec,31,UTTAR PRADESH,3144,PRATAPGARH,3253360,165.510837918784,44,88,6234.566797453,31798,5,19554,5386966,2737020,126390,8621,419,512.69898,15663.278342453,121241,135799,189676,262484,1755,378467,518642,51352,8916.012565,2457071,79,49.72,47.08,114.61,NA
2018-2019,Dec,31,UTTAR PRADESH,3156,MAU,5138388,169.920018381726,45,340,4811.248960021,12428,1,10197,4073611,1141403,64053,28779,1281,343.502,12076.631520021,88849,99780,152503,210420,1656,238994,317087,22625,6921.88056,1745742,57,55.65,49.3,104.89,NA
2018-2019,Dec,31,UTTAR PRADESH,3160,GHAZIPUR,2719480,169.474763768834,35,77,1602.591158587,10345,11,10949,2632485,649838,74594,16981,1355,215.95792,6279.946813587,74592,87014,158826,262573,614,342880,526141,21294,4461.397735,956561,64,56.89,49.38,148.57,NA
2018-2019,Dec,31,UTTAR PRADESH,3171,CHANDAULI,1690357,172.360881397116,37,157,1697.647991824,7496,2,11117,1835495,614727,76996,9461,1019,174.9639,5036.287251824,48625,70043,95651,208173,342,233589,443665,18613,3163.67536,675974,69,66.7,49.6,108.99,NA
2018-2019,Dec,31,UTTAR PRADESH,3175,BALRAMPUR,2051236,167.442065389969,41,68,855.003527126,6340,0,5570,2401561,465260,32132,32336,2776,171.95514,5048.182007126,58273,66733,109425,161265,1023,183064,253383,11910,4021.22334,703518,55,60.27,72.31,118.25,NA
2018-2019,Dec,31,UTTAR PRADESH,3176,SHRAVASTI,1173420,163.644613491002,35,88,422.637118206,5197,0,4371,1067556,374581,49842,6005,1338,75.09779,2244.732798206,30276,37580,72262,136655,214,126306,213884,9568,1746.99789,357027,65,84.96,69.13,114.99,NA
2018-2019,July,31,UTTAR PRADESH,3115,MEERUT,154134,129.851464287229,25,17,68.875282623,383,86,1127,141434,73798,12637,51,8,5.48165,258.011052623,5588,6835,19100,25658,3,52999,65555,1510,183.65412,47885,50,63.09,72.43,124.37,NA
2018-2019,July,31,UTTAR PRADESH,3117,BULANDSHAHR,94093,153.950973418689,14,9,35.784900665,558,256,2109,113877,26408,11126,0,0,6.16212,217.261770665,7764,8514,29188,41366,7,106567,138705,2667,175.31475,27669,36,85.46,93.74,128.77,NA
2018-2019,July,31,UTTAR PRADESH,3120,AGRA,646386,157.555871139386,24,57,315.703723993,1823,68,3207,711901,230456,37773,5967,931,48.89918,1486.244726193,28726,33743,72823,108356,5,155664,212208,5030,1121.6418222,199816,50,89.15,86.26,106.85,NA
2018-2019,July,31,UTTAR PRADESH,3121,FIROZABAD,642938,154.906999430941,28,34,204.737208214,2880,19,2698,713458,351123,38780,1225,107,43.31923,1353.252818214,25376,28605,66922,90302,8,136508,176576,5578,1105.19638,211345,56,91.17,80.13,112.04,NA
2018-2019,July,31,UTTAR PRADESH,3125,BAREILLY,294833,181.369847115468,18,108,405.222873781,2544,75,5527,701379,190085,61485,114,44,92.89749,1770.210383781,37987,42676,135148,221736,34,261622,390073,8071,1272.09002,107243,43,75.57,76.07,134.11,NA
2018-2019,July,31,UTTAR PRADESH,3131,UNNAO,1337755,157.359808230054,25,84,458.362406531,9410,2,16756,1143662,425292,86911,1954,537,103.66855,2361.695286531,45024,50057,150031,223530,12,364131,480521,26166,1799.66433,331034,85,78.02,44.33,105.84,NA
2018-2019,July,31,UTTAR PRADESH,3136,KANPUR DEHAT,339294,172.734443539845,21,71,226.47762082,1546,15,14037,367259,157853,55087,2279,842,41.61228,902.47269082,17412,20116,70855,127844,0,213041,328590,15583,634.38279,124357,81,81.13,48.14,113.01,NA
2018-2019,July,31,UTTAR PRADESH,3143,FATEHPUR,1256738,158.609961169913,28,31,981.174124401,6690,19,19409,1085756,481533,98244,45,31,101.3,2804.591294401,37541,42237,139915,210724,19,265580,369901,26099,1722.11717,483797,87,70.2,44.98,114.03,NA
2018-2019,July,31,UTTAR PRADESH,3149,AYODHYA,1216298,170.672845025583,25,78,1464.397916664,10463,5,10369,1099375,468864,87475,2887,365,91.6868,3432.419306664,42347,48009,128442,212020,32,227999,347605,20832,1876.33459,440170,66,77.96,63.48,117.96,NA
2018-2019,July,31,UTTAR PRADESH,3153,BASTI,2243401,169.164747954649,35,117,2054.61745073,7059,23,24209,4019971,1054845,96867,2119,146,232.93358,9087.92484073,114198,137072,230806,358254,638,357712,527909,31268,6800.37381,1776202,57,86.58,82.56,135.51,NA
2018-2019,July,31,UTTAR PRADESH,3156,MAU,2358877,161.102676083188,34,266,2650.583417975,4894,2,13721,2475932,719331,63862,16971,1203,169.756,6809.132127975,72694,80735,150919,208825,237,235724,313572,18615,3988.79271,1070686,59,65.66,60.24,105.27,NA
2018-2019,July,31,UTTAR PRADESH,3158,JAUNPUR,1369341,178.194011127745,31,80,2102.633950172,10649,64,19741,2052707,821134,98138,8940,1509,215.2576,5975.692490172,64336,68498,174289,226913,51,389741,482611,30390,3657.80094,904479,72,88.86,75.97,105.5,NA
2018-2019,July,31,UTTAR PRADESH,3167,AMROHA,562673,170.533776282996,22,66,930.581465701,2541,37,3117,911616,270818,53079,209,33,131.77775,2616.972405701,40139,49926,104094,178622,114,150497,244993,5658,1554.61319,217361,7,75.87,76.1,132.36,NA
2018-2019,July,31,UTTAR PRADESH,3168,KANNAUJ,398051,177.638533662208,20,70,617.939753992,2673,16,11577,505968,191761,55098,248,54,74.99454,1591.728429992,24702,27418,82614,128503,1,147232,208561,14250,898.794136,109152,71,76.02,55.43,118.7,NA
2018-2019,July,31,UTTAR PRADESH,3180,KASHGANJ,522518,158.444420793805,22,74,379.33536604,1214,2,1742,544970,115854,24905,539,71,39.63327,1282.44319604,24123,28553,60842,112418,23,129811,206329,2956,863.47456,127981,29,64.26,76.79,116.7,NA
2018-2019,July,31,UTTAR PRADESH,3181,AMETHI,1060217,193.517969606061,25,34,1263.350523335,5280,24,14722,842339,255421,57396,4119,836,143.53446,3036.962313335,32848,37736,109244,183106,19,221239,338012,20002,1630.07733,287706,76,50.04,41.77,115.46,NA
2018-2019,April,31,UTTAR PRADESH,3109,BIJNOR,48808,164.427674394956,9,10,266.137636518,1186,675,5767,39336,14930,108927,163,586,35.91556,366.732466518,4366,5115,145000,244410,0,205784,324791,6953,64.67927,12262,50,51.28,41.49,143.17,NA
2018-2019,April,31,UTTAR PRADESH,3122,ETAH,129568,113.005910283644,15,11,150.77100995,405,265,6554,80030,24356,33616,91,12,27.06889,268.27852995,5263,5570,67150,108371,0,147365,217483,6959,90.43863,23129,80,71.01,25.35,163.78,NA
2018-2019,April,31,UTTAR PRADESH,3127,SHAHJAHANPUR,375191,137.435720026558,14,21,446.73008567,684,465,16893,85851,26072,86447,0,80,42.46369,607.18371567,6121,6934,153791,256915,0,304484,454036,17577,117.98994,29758,77,38.6,10.48,229.15,NA
2018-2019,April,31,UTTAR PRADESH,3133,RAE BARELI,203959,101.784872011435,12,37,1437.458945654,2272,232,22692,246272,74313,115718,607,827,93.132,1781.258585654,19948,22356,177244,326083,0,308580,513702,24964,250.66764,94521,65,22.95,7.25,100.32,NA
2018-2019,April,31,UTTAR PRADESH,3134,FARRUKHABAD,21322,270.387938285815,11,7,216.452109358,486,185,6882,45176,8329,15123,18,65,45.41615,384.018714358,3970,4465,62175,87063,0,147232,189548,7368,122.150455,16221,72,72.57,29.43,119.97,NA
2018-2019,April,31,UTTAR PRADESH,3137,KANPUR NAGAR,31972,113.139163669699,12,19,57.243138493,465,202,8208,42543,16103,49401,725,2376,9.7148,115.090732893,3402,3837,61689,115493,0,198324,306001,8673,48.1327944,18002,74,84.23,18.39,117.89,NA
2018-2019,April,31,UTTAR PRADESH,3138,JALAUN,183331,128.119488369037,16,62,675.307346815,650,114,15656,197877,77569,107618,416,416,162.78181,1091.608156815,12316,17076,128529,289316,0,205960,434992,16306,253.519,71746,56,75.86,61.55,136.37,NA
2018-2019,April,31,UTTAR PRADESH,3144,PRATAPGARH,213399,99.9330882715137,15,21,2085.142419166,1127,464,35529,324816,175521,125430,306,420,78.81521,2488.556289166,21549,23191,186079,259571,0,358183,496581,36656,324.59866,150235,82,45.01,39,112.28,NA
2018-2019,April,31,UTTAR PRADESH,3146,BAHRAICH,524347,196.52222585643,15,34,735.334876918001,2832,202,42569,325304,62854,76317,774,2815,91.73,1466.359538518,21531,25126,210540,347968,0,426040,622738,45401,639.2946616,125945,83,60.08,37.67,112.73,NA
2018-2019,April,31,UTTAR PRADESH,3149,AYODHYA,310129,186.273707832101,13,18,464.153836646,1755,178,17576,135915,55232,87171,455,363,35.584,752.911746646,10227,11640,126675,209931,0,224970,343985,19331,253.17391,56197,69,56.72,32.18,145.8,NA
2018-2019,April,31,UTTAR PRADESH,3152,MAHARAJGANJ,361371,192.243579576134,16,95,1642.860843239,3421,141,10469,355584,105772,103486,1514,2777,89.86151,2416.309763239,21378,26477,208513,385047,0,320406,548620,13890,683.58741,130963,79,63.81,16.64,108.39,NA
2018-2019,April,31,UTTAR PRADESH,3155,DEORIA,251619,232.491306555342,14,7,580.91119543,1348,304,10045,177260,55040,49602,4021,4629,50.56953,1043.59481543,12043,12464,126805,159977,0,234477,286697,11393,412.11409,63987,53,68.25,51.7,108.51,NA
2018-2019,April,31,UTTAR PRADESH,3156,MAU,572005,132.78366729729,16,63,1201.337956956,928,135,14817,300232,90072,63637,1992,1186,36.622,1636.619016956,18509,20091,149013,206777,0,232523,309959,15745,398.65906,126554,66,34.01,29.62,124.39,NA
2018-2019,April,31,UTTAR PRADESH,3163,SONBHADRA,182478,156.081802972245,14,40,742.140047017,449,102,25219,203819,74910,122968,55975,120617,72.58023,1132.844647017,14126,18740,151982,375932,0,338004,751487,25668,318.12437,92038,86,57.61,29.57,102.84,NA
2018-2019,April,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,34791,151.630789424339,9,3,99.714475732,121,259,1143,10666,2545,11522,21,85,7.05716,122.944575732,1150,1202,29125,37278,0,76569,96128,1264,16.17294,2598,6,26.09,24.78,153.01,NA
2018-2019,April,31,UTTAR PRADESH,3125,BAREILLY,58827,295.030743473494,12,15,191.576989972,788,579,5738,67494,17175,61544,12,44,49.87351,440.578549972,5433,6114,134894,221588,0,260895,389334,6526,199.12805,14257,51,64.09,51.65,190.4,NA
2018-2019,April,31,UTTAR PRADESH,3128,KHERI,300865,42.1537908001097,14,47,51.947801396,611,764,43992,309895,124284,168165,2333,6842,7.824,190.404291396,20956,26826,254271,425231,0,511826,747124,44603,130.63249,115828,89,82.87,18.71,116.83,NA
2018-2019,April,31,UTTAR PRADESH,3136,KANPUR DEHAT,44045,148.202425501558,13,27,135.175144338,580,180,14669,79901,32690,55080,563,843,22.95179,276.542154338,5846,6633,70461,127449,0,211885,327333,15249,118.41522,30681,82,68.48,20.8,116.4,NA
2018-2019,April,31,UTTAR PRADESH,3141,HAMIRPUR,34928,81.2113605699698,14,11,658.418814813001,604,55,10149,103023,31635,51955,54,74,64.03721,806.122404813001,7213,9930,86874,177005,0,160815,312210,10753,83.66638,40823,61,74.77,54.69,193.06,NA
2018-2019,April,31,UTTAR PRADESH,3147,GONDA,552051,153.961280026877,14,31,1430.340586351,611,516,28578,392898,85645,51366,1067,491,13.868,2049.119376351,26477,27900,170057,213957,0,308677,374178,29189,604.91079,134757,71,66.07,56.91,246.53,NA
2018-2019,April,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,425670,134.165748942251,12,11,1319.553114834,1312,432,11437,429686,101999,77397,310,300,35.047,1931.091554834,33568,37030,241330,329570,0,356170,467555,12749,576.49144,200659,50,47.52,34.09,108.12,NA
2018-2019,April,31,UTTAR PRADESH,3154,GORAKHPUR,377662,133.533492381038,11,23,195.313504053,1262,504,18672,254431,77805,70144,637,718,55.71553,590.779634053,21625,23760,161923,234622,0,368322,489424,19934,339.7506,100099,81,67.55,46.62,125.12,NA
2018-2019,April,31,UTTAR PRADESH,3158,JAUNPUR,173165,253.930277657955,15,19,1574.591711692,4802,441,21873,271233,107296,97574,907,1511,122.4436,2385.778021692,17598,18334,171885,224383,0,380382,472682,26675,688.74271,118788,75,83.97,61.17,119.33,NA
2018-2019,April,31,UTTAR PRADESH,3168,KANNAUJ,132684,200.157173628665,14,22,530.792226862,902,83,12407,101671,32881,55058,0,54,32.344,766.638026862,7172,7781,81973,127760,0,145309,206384,13309,203.5018,27405,75,60.2,26.34,134.04,NA
2018-2019,April,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,83523,107.672079314041,17,4,138.633769075,290,201,12455,111960,49474,45183,737,372,0,259.183429075,6523,8571,49790,102244,0,129484,233485,12745,120.54966,48625,83,84.84,19.03,127.05,NA
2018-2019,April,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,513896,194.237992180955,18,10,597.28478511,1579,171,15648,200536,86818,93758,437,520,69.76897,1056.57085511,10893,12670,142596,247324,0,265998,424050,17227,389.5171,87465,80,72.53,33.51,101.28,NA
2018-2019,April,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,287745,121.607589921469,16,9,622.33049445,952,150,17099,267539,118364,99950,399,496,61.11549,1008.79371445,16131,18344,113977,206780,0,243150,389738,18051,325.34773,123722,78,64.46,42.1,100.27,NA
2018-2019,April,31,UTTAR PRADESH,3179,MAHOBA,66048,51.8598608356583,16,1,24.786171916,100,205,6937,29749,11885,42656,70,190,15.0994,55.313361916,1857,2516,50435,143758,0,98944,261166,7037,15.42779,11779,78,65.03,18.96,132.56,NA
2018-2019,April,31,UTTAR PRADESH,3184,SAMBHAL,192255,109.541267263807,11,30,130.49417369,506,382,4159,114546,36334,43570,28,13,17.52104,273.49035369,10093,11553,87292,132561,0,153589,215549,4665,125.47514,28351,61,74.15,59.76,126.4,NA
2018-2019,Oct,31,UTTAR PRADESH,3109,BIJNOR,1035577,161.929392578499,15,178,503.804755486,4301,9,5743,971286,398622,108616,1990,578,109.5701,2186.172375486,63338,76688,145988,243832,27,207785,325494,10044,1572.79752,260994,39,58.16,77.05,117.79,NA
2018-2019,Oct,31,UTTAR PRADESH,3110,MORADABAD,1337759,170.948673984093,29,132,370.108847788,5028,66,5239,1323325,314291,35798,232,17,104.64148,2736.956867788,44238,54347,92485,148480,170,157979,234040,10267,2262.20654,412925,69,88.23,77.51,107.44,NA
2018-2019,Oct,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,357045,167.052928505938,26,11,145.312379632,1061,2,1328,227949,72479,11878,555,86,21.40675,547.514609632,8631,9092,30448,38223,31,78852,98074,2389,380.79548,50275,3,39.11,66.08,110.95,NA
2018-2019,Oct,31,UTTAR PRADESH,3121,FIROZABAD,1119404,168.115219795108,36,48,247.499672781,3818,6,2895,1140403,548916,38994,1736,107,104.60927,2269.299952781,31665,35933,67404,90847,154,137438,177594,6713,1917.19101,344878,57,82.4,81.05,110.37,NA
2018-2019,Oct,31,UTTAR PRADESH,3122,ETAH,1249904,168.398353642686,34,48,367.38910605,2706,5,6943,927077,265170,33641,216,12,75.44498,2004.01649105,26703,30027,68370,109691,154,149400,219710,9649,1561.182405,239329,71,73.84,64.41,131.73,NA
2018-2019,Oct,31,UTTAR PRADESH,3123,MAINPURI,1093250,168.380270285168,33,88,379.814557069,3874,11,6627,1288047,412879,42496,1549,146,109.38601,2658.017587069,38421,46356,85983,130460,233,156249,222019,10501,2168.81702,376760,73,64.35,56.24,106.12,NA
2018-2019,Oct,31,UTTAR PRADESH,3126,PILIBHIT,1336139,178.126902114125,25,152,1949.190318935,9419,1,6438,1354414,263003,50448,2121,504,176.14204,4537.908058935,53930,64336,130941,224035,143,277508,410156,15857,2412.5757,305176,69,50.47,45.39,103.28,NA
2018-2019,Oct,31,UTTAR PRADESH,3131,UNNAO,2398042,161.968264240757,33,122,644.184365734,16100,1,16258,2200357,771742,86641,3967,536,166.06048,4374.124885734,66493,75089,150459,223629,149,365875,482134,32358,3563.88004,623140,83,69.01,46.15,105.55,NA
2018-2019,Oct,31,UTTAR PRADESH,3132,LUCKNOW,789800,178.437080395183,28,36,542.303777785,5030,43,5077,704383,462674,85608,1492,325,78.17135,1877.355587785,24490,28665,69486,125100,64,190399,293931,10107,1256.88046,223092,78,65.01,63.27,117.09,NA
2018-2019,Oct,31,UTTAR PRADESH,3135,ETAWAH,809708,180.696911707667,29,31,345.741395967,3703,5,9408,778618,334901,42889,2242,148,83.59779,1836.277865967,26070,28261,62743,93786,51,143095,194763,13111,1406.93868,217493,72,50.11,60.41,124.27,NA
2018-2019,Oct,31,UTTAR PRADESH,3137,KANPUR NAGAR,642299,157.963345266833,25,60,178.783636941,3712,2,6648,451949,169329,49401,8087,2384,46.44236,939.139756241,18030,20828,62454,116438,18,199941,307976,10360,713.9137593,127095,72,72.07,60.06,112.63,NA
2018-2019,Oct,31,UTTAR PRADESH,3143,FATEHPUR,2312097,162.052910871811,33,66,1276.535580901,10655,4,21858,1692809,734544,98326,85,32,156.046,4175.827840901,50048,56390,140513,211201,90,266694,370970,32513,2743.24626,772415,87,67.97,43.55,113.51,NA
2018-2019,Oct,31,UTTAR PRADESH,3147,GONDA,3811040,183.13527089532,36,125,3782.04190507401,10978,161,29564,3459399,758765,51981,8925,472,326.42548,10443.847115074,95072,102426,178690,223606,376,319014,385562,40542,6335.37973,1206898,72,55.76,58.35,120.39,NA
2018-2019,Oct,31,UTTAR PRADESH,3155,DEORIA,2339678,187.8713179599,34,51,1053.795390513,4766,3,9705,2115641,647025,49725,63365,4650,202.96302,5231.441040513,61594,64730,127723,160977,125,236968,289448,14471,3974.68263,748264,50,72.83,69.36,101.1,NA
2018-2019,March,31,UTTAR PRADESH,3115,MEERUT,342810,176.157501848613,38,21,126.571986375,1541,8,275,340796,170404,12633,224,8,19.4824,746.392106375,8879,10681,19318,25777,133,53687,66197,1816,600.33772,113308,44,61.23,78.13,129.74,NA
2018-2019,March,31,UTTAR PRADESH,3125,BAREILLY,2071182,182.924804636808,29,188,1130.963894936,6955,1,6254,2022771,509159,61028,380,44,445.95754,5277.071334936,68552,79620,135326,221144,372,262359,389934,13209,3700.1499,319913,39,66.28,68.45,121.07,NA
2018-2019,March,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2501100,178.00925133796,31,210,2005.26183987,17242,1,9753,2418982,747326,86538,715,81,446.7293,6758.00288807,75950,89850,156786,259886,546,311337,461444,26995,4306.0117482,505331,72,54.48,39.31,117.12,NA
2018-2019,March,31,UTTAR PRADESH,3132,LUCKNOW,1191344,180.945806985108,40,57,1169.329169578,8820,36,1863,1405218,902303,85672,3146,325,226.14598,3938.158199578,34987,42051,69783,125372,573,190952,294485,10683,2542.68305,411780,77,64.47,59.81,111.01,NA
2018-2019,March,31,UTTAR PRADESH,3136,KANPUR DEHAT,1419009,178.295300791229,35,163,569.436487804,10453,1,7487,1175134,444582,54819,6385,840,214.38976,2879.034947804,32929,38800,71208,127700,124,216797,332253,17940,2095.2087,379301,80,68.26,48.86,118.32,NA
2018-2019,March,31,UTTAR PRADESH,3141,HAMIRPUR,2496222,172.160917780816,48,65,2331.514052751,8232,5,9077,2462941,606207,52085,1351,74,294.04178,6865.777662751,50572,76132,88621,179075,1514,163530,315265,17309,4240.22183,949483,59,58.19,64.59,110.34,NA
2018-2019,March,31,UTTAR PRADESH,3142,BANDA,3203229,173.841862571534,44,29,2463.480481658,14847,0,15054,2647501,710034,84725,1565,173,392.29497,7458.240501658,59449,86308,122346,273971,1851,212412,447695,29901,4602.46505,1177504,81,70.33,52.44,101.37,NA
2018-2019,March,31,UTTAR PRADESH,3148,BARABANKI,3547769,181.171666553355,42,85,3930.873619697,20659,0,10710,4015491,1624740,136059,2319,160,640.881,11846.686584697,94599,114599,196344,324090,1631,448619,647509,31369,7274.931965,1099979,65,57.01,55.72,101.21,NA
2018-2019,March,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,7094478,176.039303075742,43,116,8763.734793226,10781,4,9998,7829947,1686996,77473,8401,297,865.68523,23413.204153226,181133,205617,244530,332505,943,367785,479392,20779,13783.78413,3780611,42,49.83,54.9,116.44,NA
2018-2019,March,31,UTTAR PRADESH,3159,BALLIA,3657777,180.391823990599,44,111,3112.834735027,20693,2,12243,4067510,635219,36150,100621,4769,620.64533,11070.935545027,92115,103325,152935,220766,845,298758,403889,32936,7337.45548,1558465,70,61.9,52.39,126.8,NA
2018-2019,March,31,UTTAR PRADESH,3167,AMROHA,2184884,184.0363311266,38,112,1660.012229009,7239,7,2768,2419413,672471,53187,523,33,340.75969,6453.370839009,63571,82001,104706,179114,1386,151738,246379,10007,4452.59892,549445,7,64.62,66.29,114.55,NA
2018-2019,March,31,UTTAR PRADESH,3168,KANNAUJ,1640699,182.394773433377,32,128,1223.681857029,8315,2,11260,1385001,505275,55037,608,54,221.13537,3970.986663029,42419,48671,83546,129657,201,150049,212142,19575,2526.169436,301075,70,60.23,48.35,118.12,NA
