fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,Aug,31,UTTAR PRADESH,3171,CHANDAULI,1174900,180.505032860061,32,140,1317.35129292,2158,9,13275,1343272,460188,77086,7352,1021,110.5779,3852.60275792,41085,58832,95237,208089,123,232163,442051,15433,2424.673565,503022,69,68.43,56.36,110.7,NA
2018-2019,Aug,31,UTTAR PRADESH,3172,KUSHI NAGAR,2341218,194.455576278147,31,223,1317.630296011,7844,3,21419,3036407,956179,100278,4614,418,318.10534,7540.198366011,95074,113000,187608,301832,183,398731,574658,29263,5904.46273,1058028,56,89.17,83.38,122.26,NA
2018-2019,Aug,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,1464967,170.594499198219,30,31,1069.967734083,5507,2,13976,1365710,582332,99893,1965,497,132.58189,3532.375759083,44754,51959,115010,207995,64,245934,393136,19483,2329.826135,579492,75,81.26,65.86,103.24,NA
2018-2019,Dec,31,UTTAR PRADESH,3119,MATHURA,862731,168.306561799362,36,33,790.384978516,1172,19,4155,1005334,359093,40222,2176,247,94.32624,2576.754308516,27301,38064,57767,100912,132,129751,215798,5327,1692.04309,338277,20,60.72,77.78,128.29,NA
2018-2019,Dec,31,UTTAR PRADESH,3121,FIROZABAD,1322476,170.878091067233,40,50,455.687901305,4547,3,2389,1377356,657716,39191,1813,107,109.82825,2919.115791305,34192,39285,67876,91663,228,138186,178795,6936,2353.59964,427863,56,82.2,79.61,108.7,NA
2018-2019,Dec,31,UTTAR PRADESH,3124,BUDAUN,2285258,165.104275477327,32,237,1111.062600198,8874,5,11170,1967102,373857,43573,1074,88,188.2825,4547.114605198,60029,66893,128304,182113,263,257376,343366,20044,3247.769505,397227,67,62.16,59.34,115.07,NA
2018-2019,Dec,31,UTTAR PRADESH,3135,ETAWAH,1097274,167.301123339449,34,38,392.236612065,4514,4,9132,1048748,441177,42898,2585,147,93.03589,2239.839687065,30610,33285,62935,93989,203,145693,197845,13646,1754.567185,286626,70,46.87,59.35,122.53,NA
2018-2019,Dec,31,UTTAR PRADESH,3138,JALAUN,2995314,173.154660804471,43,263,2201.44721295,9363,0,11519,3262941,1132560,106668,4436,428,323.3024,8174.68403375,75114,110381,130796,289521,515,210398,438043,20882,5649.9344208,1162198,53,76.57,77.87,107.61,NA
2018-2019,Dec,31,UTTAR PRADESH,3139,JHANSI,3706323,171.163055296412,52,258,2864.837106811,11091,1,8754,2941312,987460,84776,31093,1852,308.93562,8208.212211811,55712,82902,108495,225941,3076,187434,373257,19845,5034.439485,1076950,51,57.1,53.53,115.15,NA
2018-2019,Dec,31,UTTAR PRADESH,3141,HAMIRPUR,1762784,164.444657619099,39,50,1350.33505575,6102,6,8911,1591809,412483,52166,876,74,158.69203,4126.67194575,39915,59101,88439,179014,691,163062,314995,15013,2617.64486,610849,59,65.37,68.33,114.55,NA
2018-2019,Dec,31,UTTAR PRADESH,3152,MAHARAJGANJ,3443290,167.260122073615,35,605,3474.138152885,12758,0,11728,4459768,1189209,103252,21758,2703,394.51182,11328.063373885,126944,159765,212415,389349,523,328180,557924,24486,7459.413401,1714586,71,49.4,49.26,110.57,NA
2018-2019,Dec,31,UTTAR PRADESH,3159,BALLIA,3096422,172.769019111133,40,103,1954.079543697,11127,2,18571,3295409,523759,36241,83366,4786,295.12538,7942.650728697,82263,92062,152966,221025,398,296585,401723,29698,5693.445805,1259562,71,67.67,58.96,130.06,NA
2018-2019,Dec,31,UTTAR PRADESH,3181,AMETHI,2474030,173.401238884719,38,61,2018.722564981,10312,3,17289,2110608,647055,57855,10288,809,242.95371,5921.496694981,54450,63756,110720,185330,428,226481,344695,27601,3659.82042,700877,74,50.45,41.68,108.19,NA
2018-2019,May,31,UTTAR PRADESH,3116,GHAZIABAD,0,0,0,0,0,0,161,3,0,0,19,0,0,0,0,0,0,64,203,0,17599,25864,3,0,0,0,0,0,0,NA
2018-2019,May,31,UTTAR PRADESH,3121,FIROZABAD,381000,129.782530028557,17,21,150.217776084,1742,77,3308,275238,139041,38233,535,107,34.55503,541.983646084,15703,17870,65680,88714,0,134681,174046,5050,357.21084,84322,60,85.68,61.05,112.05,NA
2018-2019,May,31,UTTAR PRADESH,3125,BAREILLY,141530,176.115904462941,14,41,251.616760531,1617,371,5302,230319,62109,61517,24,44,61.89279,719.137940531,16291,18196,134970,221660,0,261146,389636,6919,405.62839,39930,48,71.25,61.63,148.23,NA
2018-2019,May,31,UTTAR PRADESH,3128,KHERI,692382,123.119996335585,17,159,113.7867804493,3158,133,42266,906011,358231,168067,7348,6898,17.19182,1246.4593104493,50813,63680,256515,427745,0,517509,754089,45424,1115.48071,296687,88,85.4,36.63,119,NA
2018-2019,May,31,UTTAR PRADESH,3140,LALITPUR,804715,132.628072844166,23,55,585.436197507999,644,0,9601,696830,171345,60541,54610,18588,12.59844,1522.226837508,30214,41964,116323,233310,46,172595,327439,10245,924.1922,262008,58,88.66,83.9,100.82,NA
2018-2019,May,31,UTTAR PRADESH,3146,BAHRAICH,1096362,145.783770511713,20,89,1015.06396073,4803,60,41727,1152756,229116,76351,4947,2813,109.866,2805.46112233,55680,66630,212380,350250,5,430502,628443,46530,1680.5311616,451246,82,71.73,40.22,119.94,NA
2018-2019,May,31,UTTAR PRADESH,3149,AYODHYA,583829,167.724325826441,16,38,1170.104479049,4709,55,14974,349057,149097,87294,991,363,57.584,1813.141979049,21336,24032,127781,211190,0,226939,346255,19683,585.4535,146702,68,65.07,35.95,124.24,NA
2018-2019,May,31,UTTAR PRADESH,3161,VARANASI,106144,161.761967365733,12,32,340.586823461,2302,185,6599,158974,69466,55016,878,528,31.0347,628.780993461,12422,14906,71032,134856,0,153449,249067,8901,257.15947,74798,72,71.24,36.17,106.6,NA
2018-2019,May,31,UTTAR PRADESH,3162,MIRZAPUR,311053,124.313256153048,20,35,501.940069577,1975,53,27391,546599,280133,118204,4893,2683,59.58165,1241.016734577,26284,33869,123429,235613,0,292985,495423,29366,679.495015,247040,85,67.27,32.77,143.81,NA
2018-2019,May,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,0,169.493006993007,10,0,0,3,144,121,286,64,519,0,14,0,0.48475,28,36,1146,1631,0,15858,18311,124,0.48475,88,42,35.29,35.29,105.15,NA
2018-2019,May,31,UTTAR PRADESH,3168,KANNAUJ,194603,183.550139257724,17,38,549.977382512,1634,47,12001,231585,80165,55051,53,54,43.27959,1018.331562512,13427,14783,82295,128143,0,146409,207662,13635,425.07459,56630,73,78.35,46.5,115.89,NA
2018-2019,May,31,UTTAR PRADESH,3179,MAHOBA,132095,97.8027091212948,18,4,32.807167641,394,57,7074,79583,27913,42660,202,190,18.2394,128.880897641,4269,6142,50517,143841,0,99144,261450,7468,77.83433,31394,78,86.33,29.74,134.52,NA
2018-2019,Dec,31,UTTAR PRADESH,3110,MORADABAD,1712148,161.0224990418,35,138,556.765046735,6599,62,4621,1755897,415406,35793,340,17,124.32273,3508.477006735,50072,62042,92779,148783,463,158293,234374,11220,2827.38923,535077,64,82.95,72.85,107.65,NA
2018-2019,Dec,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,441161,159.418705056748,33,13,162.348588382,1492,1,1497,415524,131617,12061,863,87,22.96849,847.740058382,12418,13190,31675,39520,96,81264,100607,2989,662.42298,95915,2,51.03,76.48,107.21,NA
2018-2019,Dec,31,UTTAR PRADESH,3116,GHAZIABAD,905,145.454545454545,15,0,0,2,161,4,154,51,19,0,0,0,0.224,10,10,67,196,0,17605,25860,6,0.224,66,0,36.36,57.14,100,NA
2018-2019,Dec,31,UTTAR PRADESH,3118,ALIGARH,1428677,172.980763231639,30,94,2332.747560978,4089,8,3131,1503423,480830,46271,1690,161,163.00284,5096.382980978,49828,55475,104862,150176,90,194189,263200,7220,2600.63258,357271,24,60.94,70.48,100.63,NA
2018-2019,Dec,31,UTTAR PRADESH,3122,ETAH,1512308,168.571367100587,39,53,639.7879283,3450,4,6536,1177097,328208,33633,223,12,95.77457,2719.8110033,29698,33669,68708,110046,290,149965,220318,9986,1984.248505,304603,69,70.25,60.6,125.79,NA
2018-2019,Dec,31,UTTAR PRADESH,3125,BAREILLY,860464,170.279484657006,25,172,674.344726329,5156,4,6207,1532882,393230,61312,328,44,172.60417,3457.132466329,59442,68194,135548,221902,163,261618,389759,11363,2610.18357,233644,39,71.69,75.11,122.38,NA
2018-2019,Dec,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2315084,170.212086079676,28,190,1844.40205344,12218,1,12407,1841085,576602,86669,578,81,156.08508,5134.23631844,65144,76217,156599,260079,224,309842,460214,24625,3133.749185,395540,72,52.85,38.39,118.44,NA
2018-2019,Dec,31,UTTAR PRADESH,3132,LUCKNOW,972996,172.269178962521,33,51,739.384380859,6177,41,4234,972550,630297,85669,2175,325,83.91335,2498.701630859,28883,34112,69621,125254,188,190611,294182,10411,1675.4039,296093,77,65.25,61.54,113.32,NA
2018-2019,Dec,31,UTTAR PRADESH,3133,RAE BARELI,2538466,161.013364666723,32,147,3393.545700276,20391,0,15943,2688293,842471,115810,5573,830,285.36312,8007.419831676,81662,98061,178659,327546,790,312615,518496,36334,4328.5110114,1031410,64,41.48,31.08,100.38,NA
2018-2019,Dec,31,UTTAR PRADESH,3140,LALITPUR,2979431,163.951550008061,44,113,2322.05267152999,5100,0,7794,2946275,716274,60834,240619,18677,166.58881,7319.10501152999,66197,95691,118404,236091,3434,175775,331869,12894,4830.46353,1082782,59,77.72,76.96,100.5,NA
2018-2019,Dec,31,UTTAR PRADESH,3142,BANDA,1752861,170.692061481154,38,27,2241.574816173,10326,0,16533,1877063,545136,84753,1219,173,229.31122,5674.883566173,48275,68850,122295,273988,865,212105,447462,26859,3203.99753,822100,81,70.38,55.86,101.56,NA
2018-2019,Dec,31,UTTAR PRADESH,3145,PRAYAGRAJ,3266077,166.991743748953,34,188,2099.754718792,30042,0,23590,2881877,1412022,162727,2585,101,313.27703,7225.528403792,83074,105603,178547,298042,420,368251,569723,53632,4812.496655,1113612,81,71.61,32.74,112.24,NA
2018-2019,Dec,31,UTTAR PRADESH,3148,BARABANKI,2627102,164.595667971743,32,75,2389.608019786,14280,1,14454,2520159,1024269,136037,1675,158,195.402,6733.082559786,76423,91534,196222,324093,547,448208,647218,28734,4148.07254,704634,66,54.66,51.66,101.65,NA
2018-2019,Dec,31,UTTAR PRADESH,3149,AYODHYA,2813989,165.496053916833,40,127,2135.847730989,15610,1,10896,2634131,1039458,88072,5565,372,230.0868,6725.317390989,65305,75897,130739,214773,1306,231857,352241,26506,4359.38286,1025164,63,63.31,60.35,115.67,NA
2018-2019,Dec,31,UTTAR PRADESH,3150,SULTANPUR,2600816,172.226427242437,42,95,2820.415350075,20663,3,20183,3065159,886310,61225,7020,399,317.74239,8417.171575075,72524,83321,136311,200135,377,291832,395174,40846,5279.013835,1232669,81,50.9,28.46,115.97,NA
2018-2019,Dec,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,6025983,164.112596205629,37,109,6263.246093642,7534,6,11626,6341235,1386892,77562,7008,297,545.01492,17215.026403642,169589,192094,244604,332770,512,365450,477135,19160,10406.76539,3061640,43,53,56.79,112.44,NA
2018-2019,Dec,31,UTTAR PRADESH,3162,MIRZAPUR,2117034,168.420833092791,37,97,2062.427628429,16950,1,18260,2182566,1000627,118099,21820,2688,211.69068,5950.014148429,58206,79130,125810,238148,216,300050,504629,35210,3675.89584,983354,83,59.25,34.88,118.04,NA
2018-2019,Dec,31,UTTAR PRADESH,3165,BAGHPAT,78511,162.605213803451,31,6,18.107940943,383,4,431,58652,20909,3729,27,11,3.86,117.339150943,1840,2132,7760,11558,7,32069,44479,814,95.37121,17531,6,18.38,80.17,116.29,NA
2018-2019,Dec,31,UTTAR PRADESH,3166,HATHRAS,441122,169.150291964227,26,28,242.470873387,1431,3,1069,488416,140490,17660,333,44,43.97596,1112.603923387,18276,20707,38169,59706,123,73352,106340,2500,826.15709,59331,16,65.73,87.75,104.06,NA
2018-2019,Dec,31,UTTAR PRADESH,3168,KANNAUJ,1267635,175.719492258294,29,108,1011.235373084,6595,4,11086,1099693,417160,55178,524,54,121.88526,3065.495589084,37548,42595,83799,130017,92,149519,211443,17681,1932.374956,231271,69,60.8,51.63,114.79,NA
2018-2019,Dec,31,UTTAR PRADESH,3172,KUSHI NAGAR,4038030,175.530467770227,38,258,2308.851234101,13636,2,20609,4288302,1339877,100164,6120,427,443.82522,10279.953014101,111477,134168,187946,301883,720,399542,575122,34245,7527.27656,1491811,55,78.76,69.74,121.07,NA
2018-2019,Dec,31,UTTAR PRADESH,3179,MAHOBA,671285,164.426107703435,35,14,191.455333225,3449,1,5450,532295,141754,42723,859,192,40.57465,1107.261933225,15200,23365,51017,144614,65,100045,262879,8899,875.23195,203878,78,77.19,61.67,125.5,NA
2018-2019,Dec,31,UTTAR PRADESH,3182,HAPUR,61004,166.204950807161,31,13,4.751039515,192,59,131,120546,60908,3532,37,6,4.15953,209.263989515,3820,4184,7814,8989,7,12062,13861,323,200.35342,38800,0,55.69,71.53,104.98,NA
2018-2019,Sep,31,UTTAR PRADESH,3109,BIJNOR,882792,171.441128170071,13,161,494.620755486,4102,19,5165,778216,323930,108523,1592,577,97.30047,1926.103515486,56437,67960,145734,243590,11,207399,325081,9267,1334.18229,212457,40,58.49,78.53,121.36,NA
2018-2019,Sep,31,UTTAR PRADESH,3112,SAHARANPUR,502765,177.407920063406,16,60,383.942878955,1568,7,3086,459264,196014,61138,643,205,61.12625,1259.839838955,28339,32773,79577,123494,45,117870,173176,4654,814.77071,144121,14,57.05,89.26,107.9,NA
2018-2019,Sep,31,UTTAR PRADESH,3116,GHAZIABAD,591,21.875,12,0,0,1,161,3,64,0,19,0,0,0,0.014,5,5,67,196,0,17605,25860,4,0.014,0,0,87.5,100,100,NA
2018-2019,Sep,31,UTTAR PRADESH,3118,ALIGARH,1032215,174.692158372779,25,90,1421.226986511,2625,13,3705,1134892,364356,46262,1303,161,110.73194,3514.526256511,44080,48943,104708,150062,48,193159,262117,6330,1982.56733,264371,25,68.02,76.57,100.71,NA
2018-2019,Jan,31,UTTAR PRADESH,3115,MEERUT,326493,162.053625617102,36,21,108.365363535,1113,9,661,309106,154211,12646,204,8,6.8272,616.110043535,8544,10291,19337,25803,76,53708,66223,1774,500.91748,102545,45,62.81,78.03,130.66,NA
2018-2019,Jan,31,UTTAR PRADESH,3116,GHAZIABAD,1122,150.797872340426,12,0,0,3,161,3,188,51,19,0,0,0,0.2835,15,15,71,200,0,17609,25864,6,0.2835,100,0,36.17,64.89,100,NA
2018-2019,Jan,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2389122,169.032380542159,29,203,1844.85005344,14844,1,10848,2124285,661966,86636,626,81,157.47708,5593.05663844,71137,83548,156815,260230,369,311129,461597,25692,3590.729505,444469,72,54.28,40.44,117.13,NA
2018-2019,Jan,31,UTTAR PRADESH,3131,UNNAO,3203723,168.50379150759,40,139,1073.841214824,23463,1,10757,3172221,1061655,86488,5840,534,225.07334,6644.227214824,77493,88063,151095,224016,617,367999,484182,34220,5345.31266,880966,82,68.34,45.03,105.64,NA
2018-2019,Jan,31,UTTAR PRADESH,3133,RAE BARELI,2939501,164.005321032321,35,159,3425.517517676,21648,0,16320,3118876,992495,115819,6721,832,304.32712,8844.967234076,87905,106165,178752,327637,1389,313230,519250,37968,5115.1225964,1191369,64,43.41,34.95,100.37,NA
2018-2019,Jan,31,UTTAR PRADESH,3135,ETAWAH,1231494,167.097810795263,37,42,406.833990065,5637,3,8450,1260275,529919,42911,2866,147,93.03589,2605.761815065,34034,37141,63058,94076,368,145929,198052,14087,2105.891935,339997,70,45.6,60.95,121.8,NA
2018-2019,Jan,31,UTTAR PRADESH,3138,JALAUN,3301147,174.199739859712,44,271,2201.44721295,10227,0,11208,3497805,1204581,106635,5007,429,323.3024,8617.91682375,78022,114948,130800,289452,609,210602,438277,21435,6093.1672108,1237920,53,73.09,73.73,107.28,NA
2018-2019,Jan,31,UTTAR PRADESH,3145,PRAYAGRAJ,3405937,166.394430295192,36,210,2099.754718792,34600,0,21565,3326442,1598977,162782,2790,101,313.27703,7948.045963792,91751,116483,178756,298263,594,369583,571381,56165,5535.014215,1288864,81,72.14,36.8,111.35,NA
2018-2019,Jan,31,UTTAR PRADESH,3146,BAHRAICH,3996809,170.513548366679,41,364,2166.752619385,46089,0,20510,5150426,898178,75523,30260,2815,359.136,11308.062747985,124566,153773,215457,352977,814,443598,643049,66599,8782.1741286,1851882,85,67.15,38.77,109.42,NA
2018-2019,Jan,31,UTTAR PRADESH,3150,SULTANPUR,2855677,169.877089397053,43,108,2831.970702075,23138,2,19721,3431612,980917,61207,7825,398,333.99239,8995.485677075,78010,89643,136376,200148,538,292686,396077,42859,5829.522585,1380464,80,49.06,28.48,116.95,NA
2018-2019,Jan,31,UTTAR PRADESH,3157,AZAMGARH,6692210,171.211901718764,38,134,5019.670886573,21859,21,16517,5778804,2249428,121001,5765,374,444.63293,15358.304041573,151095,162845,235634,300341,305,484152,586350,38376,9894.000225,2335723,65,52.2,51.84,121.48,NA
2018-2019,Jan,31,UTTAR PRADESH,3158,JAUNPUR,3610416,177.052239857828,43,109,3767.28126545499,23395,15,15912,4022733,1541653,98718,15786,1513,340.48343,11230.103575455,92683,99206,177040,229724,1451,399142,492416,39307,7122.33888,1760196,71,87.88,65.38,107.34,NA
2018-2019,Jan,31,UTTAR PRADESH,3160,GHAZIPUR,3029183,172.624625558653,36,78,1632.505240871,13272,9,8560,2866270,702666,74606,18373,1355,225.66752,6806.060615871,77671,90732,158895,262625,861,345409,528760,21832,4947.887855,1043890,64,56.26,48.75,143.79,NA
2018-2019,Jan,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,860732,170.095509683681,38,23,424.622978908,7791,3,6877,939622,383404,44518,5234,365,80.56,2103.437808908,24572,32323,49901,101298,137,133195,237159,14668,1598.25483,394313,80,86.27,43.29,112.83,NA
2018-2019,Jan,31,UTTAR PRADESH,3179,MAHOBA,708788,152.075281143836,36,16,191.455333225,3700,1,5531,692617,180123,42753,1052,193,40.57465,1285.329233225,18737,29270,51128,144775,155,100267,263220,9231,1053.29925,266931,78,74.56,60.82,122.2,NA
2018-2019,Jan,31,UTTAR PRADESH,3184,SAMBHAL,1836455,166.9345418166,36,154,736.64076353,5409,115,3453,1891677,563727,43721,324,13,134.48682,4028.98991613,51166,60197,90793,133183,712,158832,217931,8862,3157.8623326,436350,43,63.71,62.32,119.81,NA
2018-2019,Feb,31,UTTAR PRADESH,3117,BULANDSHAHR,186559,166.136084748896,21,15,52.428605265,1754,56,1577,254257,57627,11187,0,0,14.52775,489.368980265,12008,13334,29518,41758,46,107693,140038,3331,422.412625,66791,36,78.35,90.59,123.25,NA
2018-2019,Feb,31,UTTAR PRADESH,3122,ETAH,1816331,171.173914829926,41,63,796.7816291,5554,4,5643,1423763,380262,33630,237,12,108.53065,3342.4231441,34117,38713,68835,110193,407,150510,221074,11197,2437.110865,369793,70,69.8,58.44,123.26,NA
2018-2019,Feb,31,UTTAR PRADESH,3126,PILIBHIT,2171992,168.497389158431,32,221,3199.282562378,12264,0,8018,2432932,470180,50251,4895,504,200.2837,7498.993162378,75694,92881,131114,224018,609,278999,411917,20282,4099.4269,537477,68,55.9,49.78,102.52,NA
2018-2019,Feb,31,UTTAR PRADESH,3130,HARDOI,6311577,177.847947360026,41,211,1846.581613579,33397,0,16473,5692328,2138835,145376,5565,381,394.03808,12364.308198579,136295,152361,251437,354798,1141,567000,733193,49870,10123.688505,1342009,77,68.82,56.37,119.42,NA
2018-2019,Feb,31,UTTAR PRADESH,3135,ETAWAH,1370128,173.231581716197,39,43,406.833990065,6687,3,7590,1435150,603434,42914,3233,147,93.03589,2986.002925065,36190,39580,63126,94133,550,146218,198360,14277,2486.133045,385958,70,45.5,59.79,120.04,NA
2018-2019,Feb,31,UTTAR PRADESH,3136,KANPUR DEHAT,1254555,169.875970043344,34,161,414.073003291,7806,1,9917,1106265,423695,54985,6162,843,69.75148,2363.102883291,32088,37726,71274,128050,107,217052,333016,17723,1879.2784,357268,80,69.36,51.54,118.77,NA
2018-2019,Feb,31,UTTAR PRADESH,3140,LALITPUR,3191019,168.868765295209,48,120,2328.81025752999,8158,0,5212,3514581,851666,60872,278057,18673,177.26881,8441.10860752999,71946,104534,118631,236409,5107,176602,333065,13370,5935.02954,1281808,59,74.37,73.4,100.42,NA
2018-2019,Feb,31,UTTAR PRADESH,3145,PRAYAGRAJ,3545979,169.757934125065,37,216,2099.754718792,35876,0,21433,3590440,1713883,162806,2968,102,313.27703,8508.088518792,95186,121221,178824,298340,747,370070,571987,57309,6095.05677,1393849,81,70.14,37.46,111.34,NA
2018-2019,Feb,31,UTTAR PRADESH,3147,GONDA,4922865,172.190440317016,49,158,6065.222017673,26531,161,18941,6204348,1289738,52530,15711,492,463.01948,17211.535637673,126528,137413,183243,228470,1848,330876,398326,45472,10683.29414,2242710,70,52.65,55.29,118.59,NA
2018-2019,Feb,31,UTTAR PRADESH,3153,BASTI,6630558,170.636613449709,48,163,5106.379030819,23126,9,16612,7101120,1786293,96931,3794,146,417.81456,17641.304275819,146173,177710,232105,359595,2558,361837,532554,39738,12117.110685,3123459,55,63.76,59.23,121.12,NA
2018-2019,Feb,31,UTTAR PRADESH,3157,AZAMGARH,6871941,172.488768959383,40,138,5022.553189373,24628,16,14419,6359384,2476555,120925,6832,374,444.63293,16436.409294373,156551,168832,235464,300149,404,484856,587110,39047,10969.223175,2571057,65,52.43,51.91,121.35,NA
2018-2019,Feb,31,UTTAR PRADESH,3161,VARANASI,1329173,170.162829621618,31,89,687.635047887,6503,0,8294,1207483,467649,55311,5251,536,98.17622,2840.498507887,37766,48239,72088,136433,311,155558,252122,14797,2054.68724,566461,68,47.86,39.21,104.51,NA
2018-2019,Feb,31,UTTAR PRADESH,3166,HATHRAS,517541,173.802834994707,28,28,263.950777187,1741,0,1025,544128,155685,17683,377,44,43.97596,1253.636627187,19078,21826,38220,59767,164,73550,106592,2766,945.70989,68355,17,63.33,81.72,104.9,NA
2018-2019,Feb,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,930507,172.448102529562,39,24,424.622978908,8660,3,6181,1003652,407654,44453,5297,365,80.56,2235.961808908,25474,33532,49980,101309,161,133511,237520,14841,1730.77883,420732,80,86.52,44.72,112.28,NA
2018-2019,Feb,31,UTTAR PRADESH,3176,SHRAVASTI,1545739,166.126960184304,40,92,424.263518206,5931,0,5115,1455858,504301,49758,7725,1335,81.59779,2924.433948206,36046,45194,72526,136820,491,128117,215979,11046,2418.57264,475911,65,84.49,69.29,113.23,NA
2018-2019,Feb,31,UTTAR PRADESH,3180,KASHGANJ,1164878,172.38422379416,38,111,802.67620619,3333,1,2362,1339606,275296,24852,1066,69,81.51229,3193.45790119,34881,42396,61193,112564,504,131050,207605,5695,2309.269405,320999,31,62.48,78.81,111.11,NA
2018-2019,Aug,31,UTTAR PRADESH,3109,BIJNOR,707305,170.251074922367,13,155,458.909251666,3578,47,5337,720052,302748,108550,1462,583,97.30047,1782.105991666,54371,65279,145754,243692,8,207403,325172,8915,1225.89627,196768,40,59.7,78.67,122.65,NA
2018-2019,Aug,31,UTTAR PRADESH,3115,MEERUT,225553,153.607869140016,29,17,105.377946535,465,45,1176,189271,97155,12693,75,8,5.85588,401.968976535,6377,7772,19189,25758,34,53166,65738,1641,290.73515,64459,48,58,72.05,122.42,NA
2018-2019,Aug,31,UTTAR PRADESH,3119,MATHURA,458584,165.087535257873,30,27,337.1617129,327,68,4202,720761,262743,40259,1240,247,63.29501,1590.3432929,23292,32335,57644,100855,59,129478,215499,4529,1189.88657,249322,20,73.47,88.94,126.91,NA
2018-2019,Aug,31,UTTAR PRADESH,3125,BAREILLY,475563,193.008588841717,19,113,484.726523756,3114,31,5718,776589,208819,61433,126,44,134.12825,2117.738243756,40492,45563,135195,221709,39,261404,389692,8832,1498.88347,117760,42,73.37,75.86,131.96,NA
2018-2019,Aug,31,UTTAR PRADESH,3126,PILIBHIT,840535,178.211881987115,22,140,1920.427751127,8850,5,5021,1140045,227386,50468,1897,504,160.76204,4112.885441127,50176,59168,130622,223536,86,277068,409434,13871,2031.69565,238252,68,52.5,50.39,102.99,NA
2018-2019,Aug,31,UTTAR PRADESH,3127,SHAHJAHANPUR,1625772,178.22316015655,21,118,1101.652964537,6370,8,13486,951263,311983,86545,282,80,90.59085,2887.614794537,45277,51943,154923,258157,41,307099,457056,19856,1695.37098,214320,72,57.08,42.57,132.54,NA
2018-2019,Aug,31,UTTAR PRADESH,3130,HARDOI,2952084,188.323723078874,27,130,1525.927649297,11649,11,27261,2650242,1044311,145863,2664,378,301.1845,6818.146554297,94839,105082,251109,354745,69,563112,729161,38910,4991.034405,668158,78,79.53,63.99,129.68,NA
2018-2019,Aug,31,UTTAR PRADESH,3134,FARRUKHABAD,449900,195.177973899801,16,34,299.745192614,2552,11,6216,280381,42457,15160,179,65,55.9961,902.983247614,17196,18665,63156,88392,0,149753,192685,8768,547.241955,68811,68,59.92,62.97,114.93,NA
2018-2019,Aug,31,UTTAR PRADESH,3138,JALAUN,1912930,172.801720723854,36,238,1326.755000748,5674,0,13091,2377883,849856,106879,2860,429,257.27174,5693.049481548,65079,94454,130233,289494,149,209691,438002,18765,4109.0227408,855750,53,86.09,86.74,108.05,NA
2018-2019,Aug,31,UTTAR PRADESH,3145,PRAYAGRAJ,2621236,164.793333585289,27,143,1435.981348639,18545,0,26576,1878641,1009932,163338,1776,98,183.77362,4715.630098639,67214,84752,178680,298903,67,367371,569309,45121,3095.87513,727647,82,78.71,34.98,113.36,NA
2018-2019,Aug,31,UTTAR PRADESH,3150,SULTANPUR,1711549,182.630790354059,33,80,1831.396784127,8934,6,24399,1876893,572937,61257,4961,398,235.30427,5494.485574127,56068,63999,135769,199592,30,290319,393449,33333,3427.78452,748747,82,56.74,34.98,115.64,NA
2018-2019,Aug,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,3781017,180.978160734637,29,99,4289.046243118,5827,19,10324,4550382,997453,77630,4451,299,329.52691,12853.770803118,151843,171053,244259,332543,66,363287,475021,16151,8235.19765,2193111,43,61.74,66.24,112.54,NA
2018-2019,Aug,31,UTTAR PRADESH,3157,AZAMGARH,4323277,180.108870964354,30,103,2644.115294178,8732,42,20562,3570649,1401766,120894,3536,375,312.46416,9387.635054178,118510,127072,235876,300816,45,483147,585409,29294,6431.0556,1461515,68,70.51,72.57,132.7,NA
2018-2019,Aug,31,UTTAR PRADESH,3163,SONBHADRA,1299881,171.181614271516,29,139,1310.010056762,8942,7,20257,1855388,640281,123182,538355,120705,173.55333,4659.646516162,62385,87799,152813,377001,94,340792,755852,29199,3176.0831294,852470,85,82.59,50.57,105.46,NA
